gauge_address,creator_address,internal_bribe_address,external_bribe_address,pool_address,contract_address,tx_hash,event_index,block_timestamp,block_number
0x835c553be5c3f76270e882e0d74baf3827f1ce5d,0x56aa4fb42f77faa81b5ca0d2b3cab33f80899648,0x5adaea6d77e09440078b653b0babd2d18104fcd4,0x33a257ceae9b9c5fe044c3608c9465d7cd6312a3,0x4fb8ccdbe8c6e51e8d7d62d0db784f2a4ea612b7,0x09236cff45047dbee6b921e00704bed6d6b8cf7e,0x1a81dfb370c42d64d3c24bfed9f939fd8a4a294fd43d988ffe654c641816c0a8,1,2022-07-17 4:46,14719422
0x59bc700acd8826675c3b729794b1647978be2d7f,0xde6d6f23aabbdc9469c8907ece7c379f98e4cb75,0x94df14c6e9c719cdb7ca3ecc12b5efee9ce3375c,0x5dfe77c7628c0fa142ab85ab590cdfd5d34d819c,0xf8edf2da8fcf610cf77235d3f90cc110723159aa,0x09236cff45047dbee6b921e00704bed6d6b8cf7e,0x3f390390722d0d70627c2190149a304bb52626b0b9bb7f2eaea2d2ef5b3f1594,1,2022-07-17 5:18,14721428
0xaf307d86b08c54bb840ab17ef66abbba87c6aabe,0xb074ec6c37659525eef2fb44478077901f878012,0xba11b3f5c7a1f2c854decc12873f6ee95b96e67e,0xa6a2239dee80af95fbaaa02311712512526e6556,0x3eec44e94ee86ce79f34bb26dc3cdbbee18d6d17,0x09236cff45047dbee6b921e00704bed6d6b8cf7e,0xf17c018d43562d776d24c423128495dc1cdea4162df2edda6b3bccd195d739d1,2,2022-07-18 19:49,14903017
0x5000cacdd31ec3d67ca74995aa2d2fa62bd94bdc,0xb5a9621b0397bfc5b45896cae5998b6111bcdce6,0xdd2739d70706ae6b501d908ba11cd7fb1dfb714f,0x15bb5cb37c00ee511a599bf7f87ba405becf1101,0x8e6bf020d11e641511bd8b24ee0fab2034e224e5,0x09236cff45047dbee6b921e00704bed6d6b8cf7e,0xa5be0de26e1e7bc7fd0f62e2be80d67a088f93dfdb1015347ee3a5cbab67a961,1,2022-07-19 20:20,15040379
0x97f7884c1e57ca991b949b9ac2c6a04599e8f988,0xb074ec6c37659525eef2fb44478077901f878012,0x6e1275dee48d9bf307c3b682cd0c840e62b69d1b,0x8f263a9e802444a366f9d5799c1b14911d72f2d6,0x7866c6072b09539fc0fde82963846b80203d7beb,0x09236cff45047dbee6b921e00704bed6d6b8cf7e,0x292a37675252b1058eee33927431ac692a07399033c3c7270155b8ba3f3871ec,2,2022-07-20 15:33,15140208
0x6fa6fc9ecdbb0917731cb90d596210d7d5e6cd7b,0xf584617637c2bf5b6a826adf213f7beb9b76b29a,0xd83171a0a64882850a042330519695fc32450544,0xf3bddbfc3ce58a9ba6bfb6ecf1b74a6ccdda2e51,0x3e2882ef90fafab1894bec08f57745a0dd63950a,0x09236cff45047dbee6b921e00704bed6d6b8cf7e,0xab41484a9d2d57e80ae3ad7e1d25215d3c12fabd3362d3e85a2c4c5672e21ba8,1,2022-06-02 19:19,10328416
0x3dac764b79acdbc9fc4d3f6a58c15260ed3db230,0x39fb213ab1693527d7457f03d3a08e309b48cd23,0xe9de7704cc0e8cc57809fdf6b0ba6068eceed23a,0x7fd44736fb8f77d0f0e38612afdbf3bfabf9d175,0x53bea2d15efe344b054e73209455d2b6aa1c9462,0x09236cff45047dbee6b921e00704bed6d6b8cf7e,0x19e768440e39771d768ac20d7a17a3b739e5b5fccec6e02c71531a7194606318,1,2022-06-03 18:39,10466715
0xf12bd48473423552007bd567f5b0778c318f4039,0x1f353e22b43b6409de71d6229854c736a773eeda,0x8a08689c81f70fc58639c730d7a5042f1ac253f6,0xbccb1c4e403150c559c0baf29ce254870ed20ece,0xc2058aa3b3f96075cc33946bcd1963bfa660315b,0x09236cff45047dbee6b921e00704bed6d6b8cf7e,0xa4cb4a370a17fbd67425a96d68e9fadf556f037e208ea49c558b6d0ef83ed2c3,1,2022-06-05 13:31,10647325
0xb57a824ec021e8bdbbb762044ff3b8ae9fb1aac3,0xb074ec6c37659525eef2fb44478077901f878012,0x69bf5882122464107edb8827e3036b39ff4ceccd,0x42268e8b20b96aa26293e9250740decfce28aa9c,0x6f239f5119dfe3277c888dace11ba33f5749ee07,0x09236cff45047dbee6b921e00704bed6d6b8cf7e,0xbea133ef5f6003dd92a4e852c2d2ff8c12021525b9366f5c3230df69602396dd,2,2022-07-18 19:49,14903067
0xa483e8cc1a373e895249defed7c0dd8662c01a95,0xe36092b847de5be70d52f1b978e9269c43330909,0x965f37c5380f064e6b671a71fe1989073443650f,0x75c40f7bd67c58a5746377e6455cb414a659bada,0x265013a5915cebb9344c9e259d531e55855da45d,0x09236cff45047dbee6b921e00704bed6d6b8cf7e,0x1a668e16291186a171916cd3777a001eedc4836d0cc27f825421e0afcaf41043,1,2022-06-03 8:51,10404158
0xafd2c84b9d1cd50e7e18a55e419749a6c9055e1f,0x5ceefc47b424babcce557eaa63a0f2cee2acc438,0xe0300a682df09587a4a629a766a26fed9915518d,0x40709c24b01fa561e7860058779252ddabdb3829,0x6c5019d345ec05004a7e7b0623a91a0d9b8d590d,0x09236cff45047dbee6b921e00704bed6d6b8cf7e,0x49557d80493518faa81445eb62426bd9a0cff476d74307cd1779e3df2e57dc9b,1,2022-06-08 16:08,10961207
0x49ab32dc8c870ab033ca87df2b954c4c24405e64,0x5ceefc47b424babcce557eaa63a0f2cee2acc438,0x59dbc923003f1afab19c572b1b2591a8413f82fd,0x1120f25d5316ccb3e9616f20f822fb2b61c632ee,0x43ce87a1ad20277b78cae52c7bcd5fc82a297551,0x09236cff45047dbee6b921e00704bed6d6b8cf7e,0xedcce64ecccacd3c0d25188beca5bdba105c87984b6f613f382584549c8876a7,1,2022-06-08 16:13,10961481
0x7540e88de4298847ad4acccfb4dd175d4bcf273a,0xf1578f87c0343051c07156533ea263320212bc9d,0xf4a6381035597a5ed3163f9b92b0acaf96490105,0xc0e634babd2ef06b8a87f9c142b0a7bbea1db0fb,0xd52b3eac7ef128b879db10ffbd94e29fe65a34d8,0x09236cff45047dbee6b921e00704bed6d6b8cf7e,0x707ead23be7f30da2ddbc67d969b11bbdfb9510560e8b93d0238b9c9cbbc1710,1,2022-06-09 14:45,11065504
0x2414d571e490981b4dd8f554d0e719aed114525b,0x989cb756d4c2b739b29c85fb2c25e6467fed1d3a,0x3a00fa6033bc6fc1eb0c9eabfb5431baeea3b374,0x6e708e6bd78d14599038b8f945c2f22e478e04f8,0x58f98be02c4ffb675af8857013a9c0dfa5750d04,0x09236cff45047dbee6b921e00704bed6d6b8cf7e,0x6fa0e4e520e1d892987880cbe856e1c33bab9d521fe99745010c8b1512e6f6d9,1,2022-06-12 13:27,11397230
0x4adc71108b6d8525a43fc0e77ccff6e02f96162b,0x12924049e2d21664e35387c69429c98e9891a820,0x9f6cd93a18cd75311f4d496d8073ac83e0e7dcfa,0x892b164a47279fb2790b0dc2b924538fd9bfec73,0xe41d6ffc6ca900c063463209e5684f3af6a2bd44,0x09236cff45047dbee6b921e00704bed6d6b8cf7e,0x4ac6b2deb796aac279f9050551fd3bc95254f487f0dc76314c9e83ea8a0c2b0d,1,2022-06-20 14:33,12474236
0xdf479e13e71ce207ce1e58d6f342c039c3d90b7d,0xe247340f06fcb7eb904f16a48c548221375b5b96,0xf1f1e3ee51ff6e5c9b7f479c7386e196ee196eb3,0x92bffa31eb4f3392ac6e15c256cddb577e495345,0xd62c9d8a3d4fd98b27caaefe3571782a3af0a737,0x09236cff45047dbee6b921e00704bed6d6b8cf7e,0x6df51ebc1738c853a8532bd3fa1d22c76e9e392e68e06e1601bbbe1a6fdbe3f8,1,2022-06-22 21:03,12741969
0x558d66f6074c959e8a5d6e42907cb911419d0a33,0x7dc130e21cf30c5e3adfc46664f55ff2c49502dd,0xddc09569900b6bd233b1f3c02b088bf6afcdaa34,0x85849d59434428df75e4bdb9e4556dc7a64b2726,0xf813538cd3b3c6195f78353507a16e46f14f1567,0x09236cff45047dbee6b921e00704bed6d6b8cf7e,0xd9cd70594af209c9051c474a3c9802203a46df0d6d9f7f0194275447fa003a2b,1,2022-06-23 8:09,12789620
0x101d5e5651d7f949154258c1c7516da1ec273476,0xe247340f06fcb7eb904f16a48c548221375b5b96,0x8b34c7768a0773903b95abc048ac73ec672379c4,0x526a4280d38a9fc609e77ab1584c690f4bde9fb7,0xfd7fddfc0a729ecf45fb6b12fa3b71a575e1966f,0x09236cff45047dbee6b921e00704bed6d6b8cf7e,0x528d1a8754b7a8b46bf961301625f8f049a3667014b42ef2390274aeb2b71125,1,2022-06-28 17:42,13400712
0x74a3000b698acf6429054434d285f7130e63302a,0x9db9a11bd146e8f39dc61246c357aaa10f2f2170,0x664d2882ba0cc4ef2e338b651e38f5b7e6f9830d,0x9840861e943d7aae35e61fc07c0f216c4b24d2e9,0x226c48ab4986e60f216dd9bff0d784ac2f10a003,0x09236cff45047dbee6b921e00704bed6d6b8cf7e,0xb5ec5d85db7f950c6528294b32fa69f0fb7ee9ccd076217d85b10edb386e6483,1,2022-06-30 13:53,13539707
